"Day ","Items ","Note ","Amount "
"90","Human Resource Expense","Counselled","2000"
"90","Human Resource Expense","Counselled","2000"
"90","Human Resource Expense","Counselled","2000"
"90","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"90","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"90","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"90","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"90","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"90","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"90","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"90","Salary Expense","Cash Payment - Salary Expense","29381"
"90","Depreciation Expense","Non-Cash Expense - Depreciation","14999"
"90","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"90","Rental Expense","Cash Payment - Rental - Detroit","2400"
"90","Rental Expense","Cash Payment - Rental - New York","5360"
"90","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - San Francisco","728"
"90","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"89","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"89","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"89","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"89","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"89","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"89","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"89","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"89","Salary Expense","Cash Payment - Salary Expense","29381"
"89","Depreciation Expense","Non-Cash Expense - Depreciation","14999"
"89","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"89","Rental Expense","Cash Payment - Rental - Detroit","2400"
"89","Rental Expense","Cash Payment - Rental - New York","5360"
"89","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - San Francisco","728"
"89","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"88","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"88","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"88","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"88","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"88","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"88","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"88","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"88","Salary Expense","Cash Payment - Salary Expense","29381"
"88","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14991","188"
"88","Depreciation Expense","Non-Cash Expense - Depreciation","14999"
"88","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"88","Rental Expense","Cash Payment - Rental - Detroit","2400"
"88","Rental Expense","Cash Payment - Rental - New York","5360"
"88","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - San Francisco","735"
"88","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"87","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"87","Human Resource Expense","Counselled","2000"
"87","Human Resource Expense","Attended Training","15000"
"87","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"87","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"87","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"87","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"87","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"87","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"87","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"87","Salary Expense","Cash Payment - Salary Expense","29381"
"87","Depreciation Expense","Non-Cash Expense - Depreciation","14999"
"87","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"87","Rental Expense","Cash Payment - Rental - Detroit","2400"
"87","Rental Expense","Cash Payment - Rental - New York","5360"
"87","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - San Francisco","735"
"87","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"86","Human Resource Expense","Staff Dismiss","83000"
"86","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"86","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"86","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"86","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"86","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"86","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"86","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"86","Salary Expense","Cash Payment - Salary Expense","28935"
"86","Depreciation Expense","Non-Cash Expense - Depreciation","14999"
"86","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"86","Rental Expense","Cash Payment - Rental - Detroit","2400"
"86","Rental Expense","Cash Payment - Rental - New York","5360"
"86","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - San Francisco","2268"
"86","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"85","Human Resource Expense","Counselled","2000"
"85","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"85","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"85","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"85","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"85","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"85","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"85","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"85","Salary Expense","Cash Payment - Salary Expense","29451"
"85","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 453","15000"
"85","Depreciation Expense","Non-Cash Expense - Depreciation","14999"
"85","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"85","Rental Expense","Cash Payment - Rental - Detroit","2400"
"85","Rental Expense","Cash Payment - Rental - New York","5360"
"85","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - San Francisco","2184"
"85","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"84","Human Resource Expense","Attended Training","15000"
"84","Human Resource Expense","Attended Training","15000"
"84","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"84","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"84","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"84","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"84","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"84","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"84","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"84","Salary Expense","Cash Payment - Salary Expense","29430"
"84","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 451","15000"
"84","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 468","15000"
"84","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 477","15000"
"84","Shipping Expense","Cash Payment - Move Stock ID: 14460","20338"
"84","Depreciation Expense","Non-Cash Expense - Depreciation","14999"
"84","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"84","Rental Expense","Cash Payment - Rental - Detroit","2400"
"84","Rental Expense","Cash Payment - Rental - New York","5360"
"84","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - San Francisco","2142"
"84","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"83","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"83","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"83","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"83","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"83","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"83","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"83","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"83","Salary Expense","Cash Payment - Salary Expense","29409"
"83","Depreciation Expense","Non-Cash Expense - Depreciation","14999"
"83","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"83","Rental Expense","Cash Payment - Rental - Detroit","2400"
"83","Rental Expense","Cash Payment - Rental - New York","5360"
"83","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - San Francisco","3962"
"83","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"82","Human Resource Expense","Counselled","2000"
"82","Human Resource Expense","Counselled","2000"
"82","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"82","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"82","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"82","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"82","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"82","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"82","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"82","Salary Expense","Cash Payment - Salary Expense","29305"
"82","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13696","382"
"82","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13703","294"
"82","Depreciation Expense","Non-Cash Expense - Depreciation","14999"
"82","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"82","Rental Expense","Cash Payment - Rental - Detroit","2400"
"82","Rental Expense","Cash Payment - Rental - New York","5360"
"82","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - San Francisco","2275"
"82","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"81","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"81","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"81","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"81","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"81","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"81","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"81","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"81","Salary Expense","Cash Payment - Salary Expense","28986"
"81","Shipping Expense","Cash Payment - Move Stock ID: 13288","108813"
"81","Depreciation Expense","Non-Cash Expense - Depreciation","14999"
"81","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"81","Rental Expense","Cash Payment - Rental - Detroit","2400"
"81","Rental Expense","Cash Payment - Rental - New York","5360"
"81","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - San Francisco","2212"
"81","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"80","Human Resource Expense","Counselled","2000"
"80","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"80","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"80","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"80","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"80","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"80","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"80","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"80","Salary Expense","Cash Payment - Salary Expense","28031"
"80","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13502","60"
"80","Depreciation Expense","Non-Cash Expense - Depreciation","14999"
"80","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"80","Rental Expense","Cash Payment - Rental - Detroit","2400"
"80","Rental Expense","Cash Payment - Rental - New York","5360"
"80","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - San Francisco","1512"
"80","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"79","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"79","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"79","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"79","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"79","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"79","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"79","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"79","Salary Expense","Cash Payment - Salary Expense","28031"
"79","Depreciation Expense","Non-Cash Expense - Depreciation","14999"
"79","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"79","Rental Expense","Cash Payment - Rental - Detroit","2400"
"79","Rental Expense","Cash Payment - Rental - New York","5360"
"79","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - San Francisco","1442"
"79","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"78","Human Resource Expense","Counselled","2000"
"78","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"78","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"78","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"78","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"78","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"78","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"78","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"78","Salary Expense","Cash Payment - Salary Expense","28031"
"78","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13161","883"
"78","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 453","15000"
"78","Depreciation Expense","Non-Cash Expense - Depreciation","14999"
"78","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"78","Rental Expense","Cash Payment - Rental - Detroit","2400"
"78","Rental Expense","Cash Payment - Rental - New York","5360"
"78","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - San Francisco","1358"
"78","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"77","Human Resource Expense","Attended Training","15000"
"77","Human Resource Expense","Counselled","2000"
"77","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"77","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"77","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"77","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"77","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"77","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"77","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"77","Salary Expense","Cash Payment - Salary Expense","28031"
"77","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 451","15000"
"77","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 468","15000"
"77","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 477","15000"
"77","Depreciation Expense","Non-Cash Expense - Depreciation","14999"
"77","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"77","Rental Expense","Cash Payment - Rental - Detroit","2400"
"77","Rental Expense","Cash Payment - Rental - New York","5360"
"77","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - San Francisco","644"
"77","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"76","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"76","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"76","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"76","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"76","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"76","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"76","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"76","Salary Expense","Cash Payment - Salary Expense","28031"
"76","Depreciation Expense","Non-Cash Expense - Depreciation","14999"
"76","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"76","Rental Expense","Cash Payment - Rental - Detroit","2400"
"76","Rental Expense","Cash Payment - Rental - New York","5360"
"76","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - San Francisco","2023"
"76","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"75","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"75","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"75","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"75","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"75","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"75","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"75","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"75","Salary Expense","Cash Payment - Salary Expense","28031"
"75","Shipping Expense","Cash Payment - Move Stock ID: 9781","33189"
"75","Depreciation Expense","Non-Cash Expense - Depreciation","14999"
"75","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"75","Rental Expense","Cash Payment - Rental - Detroit","2400"
"75","Rental Expense","Cash Payment - Rental - New York","5360"
"75","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - San Francisco","1918"
"75","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"74","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"74","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"74","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"74","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
